track_name,artist,album,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,energy_danceability_product,mood_score,loudness_category,tempo_category,pca_feature_1,pca_feature_2,pca_feature_3,danceability_normalized,energy_normalized,speechiness_normalized,acousticness_normalized,instrumentalness_normalized,liveness_normalized,valence_normalized,Electronic,Pop,Jazz,Rock,Country,R&B,Classical,Hip-Hop
Track_1,Artist_52,Album_12,0.8082352100092222,0.1537837055132161,-24.86073987427205,0.6482091774485559,0.5757193053312043,0.2894051307044126,0.7608075414310771,0.1555400915004873,130.8912754986505,Hip-Hop,0.12429340552147058,0.1546618985068517,Very Quiet,Fast,-1.7056276027448776,-0.279565959028586,0.6574037844737252,0.8085906200108678,0.15367443679969314,0.6485114995534642,0.5758405781645128,0.28879023590664415,0.7607906417002699,0.15545909093101665,0,0,0,0,0,0,0,1
Track_2,Artist_93,Album_46,0.9476880259644708,0.886171294055993,-59.49026528356743,0.4131944788027977,0.583386232327748,0.6624299734213518,0.850780382630682,0.963687165956651,128.62839958878794,Jazz,0.8398139243303046,0.9249292300063221,Very Quiet,Fast,0.4314022892790778,-0.934103204290975,0.8685056199590977,0.9481067667405632,0.8866237262773391,0.4133680275895296,0.5835112218896735,0.6627457837931203,0.8507981272384612,0.9644984449491731,0,0,1,0,0,0,0,0
Track_3,Artist_15,Album_32,0.0723164752579386,0.4585185621870153,-14.33964102302668,0.4056193902554423,0.7499869843799752,0.6131219737415599,0.2570062322224322,0.9467897767251592,110.65303152496864,Hip-Hop,0.033158446257702874,0.7026541694560873,Quiet,Medium,1.2891805327553107,1.1266984599156247,-1.201367352819391,0.07233767685308935,0.45864300832142063,0.40578878836864896,0.7501927376928856,0.6133147595719406,0.256795342139606,0.9475823992187111,0,0,0,0,0,0,0,1
Track_4,Artist_72,Album_15,0.9551152072917014,0.5645906389334635,-17.219142488295553,0.6795518365726839,0.5098899482056102,0.5310031297429625,0.4070919561580197,0.3361096462206038,199.1843308354428,Hip-Hop,0.5392491051398891,0.45035014257703365,Quiet,Very Fast,-0.04260252669265551,-0.3902507900160132,1.7088964357994083,0.955537321030485,0.5647964365074672,0.6798713324894395,0.5099793086631287,0.5309910272552644,0.40693885707709665,0.3362280134745003,0,0,0,0,0,0,0,1
Track_5,Artist_61,Album_16,0.5225765993367452,0.6630272037231474,-38.022816827608665,0.0670937326298787,0.1048226409407655,0.6829644186886872,0.4985692169635553,0.6397477120376796,75.56370658553777,Electronic,0.3464825013893937,0.6513874578804135,Very Quiet,Slow,-0.04931805809498484,-0.3133491266608383,-0.28017748009736987,0.5228022810075763,0.6633084967197015,0.06707763991007999,0.10471563520705714,0.6833314629520773,0.49845134150293857,0.640201327724609,1,0,0,0,0,0,0,0
Track_6,Artist_21,Album_22,0.2995656779538739,0.6790666044956374,-56.823843865870906,0.5937057829514346,0.8582913355531061,0.6373908503732993,0.5333268427529364,0.5337533205937861,142.630132988005,Electronic,0.20342504775157078,0.6064099625447117,Very Quiet,Fast,0.7914106476301663,0.7987429322111512,-0.10580853947023489,0.29969008196842756,0.6793601988290103,0.5939782406138135,0.8585495920242614,0.6376441875835172,0.5332223508305102,0.5340899072990356,1,0,0,0,0,0,0,0
Track_7,Artist_83,Album_28,0.0768620752761635,0.9317404033165082,-14.70404761289698,0.7720317859723548,0.309764583185187,0.8813248894649517,0.6594901710876518,0.8155869805157686,155.4354226157384,R&B,0.07161550101755638,0.8736636919161385,Quiet,Very Fast,2.2310484348528257,-0.6702563177731219,-1.2681229966806862,0.07688534119943488,0.9322277845343598,0.7724019551023928,0.30975692802334515,0.8821868474564425,0.659434258769979,0.8162347412914053,0,0,0,0,0,1,0,0
Track_8,Artist_87,Album_20,0.5006242680704178,0.9969494174116696,-2.689490371312054,0.8282127578865942,0.971297460306592,0.5860163774782966,0.0416032333553213,0.6274456098169422,190.80620115037223,Jazz,0.49909707239494655,0.8121975136143059,Moderate,Very Fast,2.2452828577608805,0.631321326699798,1.4416798931695902,0.5008399803610648,0.9974868103511181,0.8286137106663931,0.9716104992346506,0.5861415342511007,0.04130940163893356,0.6278856426861792,0,0,1,0,0,0,0,0
Track_9,Artist_75,Album_33,0.7945155444907487,0.7201574609309402,-45.59090423867914,0.1705303893937753,0.1178601086797701,0.7786013587005565,0.721477082734017,0.0002524544905621,169.2284895599466,Rock,0.572176297190621,0.3602049577107512,Very Quiet,Very Fast,-1.0994090175497357,-0.2846975869992841,0.956840849801827,0.7948647238757052,0.7204825696875986,0.17057097347585035,0.11775942317442191,0.7792070192282667,0.7214450386806599,0.0,0,0,0,1,0,0,0,0
Track_10,Artist_75,Album_10,0.7070864772666982,0.2872212092051508,-40.58852317577772,0.8974190500781737,0.9582511722325032,0.2487071559664678,0.0619710069794102,0.7631743856097388,150.13860839361655,Jazz,0.20309023301315143,0.5251977974074449,Very Quiet,Very Fast,0.8066752814743119,0.3719999672674121,1.0978422708631477,0.7073959518203214,0.28721427970619523,0.8978579235664881,0.9585578866563305,0.24799071882850987,0.061685017941282644,0.7637642773554627,0,0,1,0,0,0,0,0
Track_11,Artist_88,Album_40,0.0502260114639737,0.8797524022943436,-48.9712266310911,0.6561460918474422,0.0910118068825169,0.678182584589068,0.4682885676728678,0.7468481212961181,76.35372435369717,Jazz,0.04418645424309411,0.8133002617952308,Very Quiet,Slow,1.843648123432655,-0.975928227594646,-1.2984705095356588,0.05023718094775849,0.8801999115793103,0.6564527628837541,0.09089810601238787,0.6785376980714303,0.46815903254859426,0.747419987124987,0,0,1,0,0,0,0,0
Track_12,Artist_100,Album_32,0.0729018353679035,0.0492209145407616,-25.38383259930962,0.8818548008206828,0.2310361379470594,0.9021941183826756,0.8276711355691941,0.509722705566481,112.32269235640544,Pop,0.0035882950085082497,0.2794718100536213,Very Quiet,Medium,0.4988931612698088,-0.06051594663447195,-2.167857661017861,0.07292330279712035,0.049031451926685794,0.882285146076366,0.230990317263944,0.9031081455583433,0.8276799818853444,0.5100327599395243,0,1,0,0,0,0,0,0
Track_13,Artist_24,Album_50,0.4028732826326371,0.2310808528744962,-50.70951632115271,0.4852807171101982,0.0465799420865415,0.3857323278998332,0.4512153132783962,0.9029189732330538,79.43782995671793,Classical,0.09309630175109775,0.5669999130537751,Very Quiet,Slow,0.11647840385041783,-1.081842804867046,-1.2284481587917038,0.40304460252024593,0.23103086681487772,0.485493764635329,0.046444701793450865,0.38535777157320733,0.4510792040413334,0.9036631577348572,0,0,0,0,0,0,1,0
Track_14,Artist_3,Album_33,0.2952904940479433,0.8973857174637149,-38.62836339231723,0.542033345097202,0.7051131466389949,0.7791041873386466,0.1490897487682477,0.9084462056904016,183.36978254517192,Hip-Hop,0.2649894718614284,0.9029159615770582,Very Quiet,Very Fast,2.3256558336318887,0.6420944150380562,0.06640345536233101,0.2954129565405147,0.8978467505300378,0.5422774895037757,0.7052971462718505,0.7797111024348448,0.14883730508833612,0.9091964928394977,0,0,0,0,0,0,0,1
